01Sorszám,01Sorszám_RMNY,01Sorszám_RMNY-S,externalData,hypothetic,appendix,03Cím,01xIdö,01xHely,06xNyomda,06Nyomda,07Kolláció,08Terjedelem,09Formátum,10Könyvdísz,11Forrás,12Tárgy,14Facsimile,16Nyelv,13Lelöhely,13Lelöhely_count,cities,15Olim,15Olim_count,olimCities,08xTerjedelem,09xFormátum2,oldal_per_iv,ivszam
3419,3419,,,,,"SZÖLLÕSI Mihály: Sion leanya artatlan ügyét védö hitnek paissa, avagy a’ györi collegium harmadik kérdése ellen, az Ur hadait viselö, s’ igaz ügyért kikelö Bajnok Davidka, ki amaz collegiumnak harmadik kerdeseben levö minden tüzes nyilait végképpen viszsza veri, és ... Sion leányának szüzessegének ... becses jeleit ... az igaz catholica ecclésiának minden hüvseges fi ainak követesre tárgyul kitészi a Jesus verfelyes zaszloja alatt vitezkedö N. Szölösi Mihály, suranyi lelki tan. által. [Debrecen] 1668 [Karancsi].",1668,Debrecen,Karancsi György,,"*8, A8-Z8, Aa8-Ff8",[16] + 662 [recte 464] pag.,8°,"Orn., init.",RMK I 1068 - Caplovic 633,Református vitairat.,,magyar,"In 10 bibliothecis 14 expl. - Aiud - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Debrecen Ref, Univ - Gyõr Dioec - Sárospatak Ref",14,"Aiud=1, Budapest=3, Cluj-Napoca=2, Debrecen=2, Gyõr=1, Sárospatak=1",,0,,480,8,16,30
3420,3420,,,,,"VÁRADI Mátyás: Egö szövetnek avagy rogyogo fáklya, melynek tündöklö világossága a’ romai Baal isten oltára alá rejtett lelki fertelmességet és az hét hegyeken feküö Anti-Christus seregének Isten nyajja közül valo ki szakadását, eretnekséget és otsmány bálványozását ki mutattya, melyet a’ magyar nemzet között szedegettettet Jésus Christus aklaban legeltetendö gyengébb juhoknak ártalmas mételytöl valo megh oltalmaztatásokra az Vr idvezittö kegyelme gyujtatott Varadi Mattyas által. Franekérában MDCLXVIII Wellens Janos.",1668,Franeker,"Wellens, Jan",,"*6 **6, A6-Z6, Aa4",[24] + 184 (recte 284) pag.,12°,Orn.,RMK 1 1064,Református vitairat.,,magyar,"In 9 bibliothecis 11 expl. - Budapest Acad, Nat - Cluj-Napoca Acad, Univ - Debrecen Ref - Odorheiu Secuiesc - Sárospatak Ref - Sfántu Gheorghe Ref - Târgu Mureş",11,"Budapest=2, Cluj-Napoca=2, Debrecen=1, Odorheiu Secuiesc=1, Sárospatak=1, Sfántu Gheorghe=1, Târgu Mureş=1",,0,,308,12,24,12.833333333333334
3421,3421,,1,,,"»CSEKE István: Cseke Stephanus,... E. S. J. AA. LL. et Philosophiae Doctor ejusdem Facultatis Decanus etc. Theses et Anti-theses Catholicorum et Acatholicorum de Conciliis Oecumenicis publicauit etc. Respondente R. Dn. Illefalvi Phil. Magistro. Cassoviae 166S in 4° [Türsch? vidua Türsch?]«",1668,Kassa,"Türsch, Susanna - vidua",,,,,,,,,,,0,,,0,,,,,
3421A,3421,A,,,,[CZEGLÉDI István: A' talentomos szolgarvl I. predikatio. Kassa cr. 1668 vidua Türsch.],1668,Kassa,"Türsch, Susanna - vidua",,? + A4-C4 + ?,? + 24 + ? pag.,4°,,MKsz 1929: 87 - Trofejnie knigi 268,Református prédikációskötet.,,magyar,Budapest Nat cop. - Sárospatak Ref 3? (<- Niznij Novgorod <- Sárospatak),1,Sárospatak=1,,0,,24,4,8,3
3422,3422,,,,,"(DRÉGELYPALÁNKI János): Speculvm mysticvm, in quo magnum illud pietatis mysterium s.s. Trinitatis et proxime distinctio trium personarum divinarum in una essentia aliquatenus in ideis enucleatur, et in uno quasi vestigio illustratur, cui accesserunt medicina sacra conscientiae sauciatae, expositio Orationis Dominicae cum orationibvs aliquot publicis atque privatis. Cassoviae 1668 typis viduae David Türsch.",1668,Kassa,"Türsch, Susanna - vidua",,A8-P8 Q3+1,[10] + 38 + 66 + 45 [recte 46] + 16 + 70 pag.,8°,"Orn., init.",RMK 1 1065 - Caplovic 628,Református elmélkedések és imádságok magyar nyelven.,,magyar,"In 9 bibliothecis 13 expl. - Aiud - Budapest Acad, Nat, Univ - Cluj-Napoca Acad, Univ - Csurgó - Halle Univ (<- Berlin Univ Inst <- Halle Univ) - Sárospatak Ref",13,"Aiud=1, Budapest=3, Cluj-Napoca=2, Csurgó=1, Halle=1, Sárospatak=1",,0,,246,8,16,15.375
3423,3423,,,,,"ECCARD, Andreas: Celeusma votivum in sacrum hymenaeum ... m. Samvelis Schröter, ecclesiae Germ. Aug. confess. Cassovien. archi-diaconi vigilantissimi, nec non venerabilis contubernii regiarum liberarumq. civitatum notarij, secundum sponsi, et ... Svsannae ... Georgii Kaiszmarckers, praecipui quondam civis ac iudicis Waraliensis meritissimi, nec non XIII. reg. opidorum comitis ... relictae fi liae nunc ... Jacobi Günthers dilectae privignae, sponsae XVI. Cal. Aug. ... MDCLXVIII. quem faustum fortunatumq. cupitaffi nis Andreas Eccard, n. S. Cassoviae (1668) [vidua Türsch].",1668,Kassa,"Türsch, Susanna - vidua",,[ ]4,[4] fol.,4°,Orn.,RMK II 1131 - Caplovic 629,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat 1,1,Budapest=1,,0,,8,4,8,1
3424,3424,,,,,"Az EÖTÖDIK evangelistának, Sámbár Mátyás káplánnak zenebonaja, melly ez kis irásban meg mutatodván szelel veretik. [Kassa] MDCLXVIII [vidua Türsch].",1668,Kassa,"Türsch, Susanna - vidua",,A8 B4,[12] fol.,4°,"Orn., init.",RMK I 1079,Református vitairat.,,magyar,Budapest Nat cop. - Cluj-Napoca Acad 1,1,Cluj-Napoca=1,,0,,24,4,8,3
3425,3425,,,,,"EVANGELIA et epistolae Dominicorum ac Festorum dierum, Latine et Hungarice. Evangeliomok es epistolak, egesz esztendö által lévõ minden vasárnapokra és fö ünnepekre intesztetett és rendeltetett, magyarúl és deákúl. Cassoviae 1668 typis et sumptibus Davidis Türsch.",1668,Kassa,"Türsch, Johann Dávid",,A8-N8 O7+1,[111] fol.,8°,Orn.,"RMK I 1003 - RMK I 1066 - RMK II 1004 - RMK II 1132 - Caplovic CIX, 631",Evangélikus perikópáskönyv latinul és magyarul.,,latin; magyar,Budapest Nat 1 2 - Budapest Univ 1 - Debrecen Ref 1 - Presov Scient 2,5,"Budapest=3, Debrecen=1, Presov=1",Debreczeni r. cath. lyc.,1,Debrecen,222,8,16,13.875
3426,3426,,,,,"EVLOGEMATA felicitandis ab alto nuptiis, quas ... Samvel Schrötervs, ecclesiae Aug. conf. Cassov. archi-diaconus et ... contubernij liberar. regiar. civitatum notarius, sponsus et ... Svsanna ... Georgii Keismarkeri, iudicis Varaliensium primarij et XIII. regal. in Scep. comitis ... relicta fi lia, nunc ... Iacobi Günthers ... privigna sponsa ... Cassoviae celebrabant, nuncupata a sponsi collegis et amicis. Cassoviae 1668 typis viduae Türsch.",1668,Kassa,"Türsch, Susanna - vidua",,A4,[4] fol.,4°,,Caplovic 630,Lakodalmi versek.,,latin,Budapest Nat cop. (Halle) - Halle Univ 1 (<- Berlin Univ Inst <- Halle Univ) - Martin Nat 1,2,"Halle=1, Martin=1",,0,,8,4,8,1
3427,3427,,,,,"KERESZTYÉN catechismvs, az az a’ keresztyéni hitnek ágazatira való rövid tanitás kérdések és feleletek által. Melly mostan a’ kérdéseknec s’ feleleteknec summás értelmekkel és azokban foglaltatot dolgokat fel fejtegetö kérdezkedéseckel s’ némelly szükséges magyarázatockal, a’ Sz. Irásbéli bizonyságoknac egészszen való le-irásával, végre a’ catechizálásra való ut-mutatással, ujjobban, meg jobbitva s’ öregbitve ki-bocsáttatott. Ez ötödik illyen formán való nyomtatás mivel öregbült, lásd az Olvasóhoz való elöl-járó beszédnek a’ vége felé. Cassan MDCLXVIII Türsch David.",1668,Kassa,"Türsch, Johann Dávid",,A8 [B8-P8 Q7?],[6] + 247? pag.,8°,"Orn., init.",MKsz 1926: 142 - Caplovic 632,Református katekizmus.,,magyar,Budapest Acad 4 4 - Budapest Nat 4* 4* - Budapest Univ 4* - Debrecen Univ 4*,6,"Budapest=5, Debrecen=1",,0,,253,8,16,15.8125
3428,3428,,,,,"LUTHER, Martin: Catechesis minor doctor Martini Lvtheri, Germanice et Latine. Cassoviae MDCLXVIII typis et sumptibus Davidis [Türsch].",1668,Kassa,"Türsch, Johann Dávid",,A8-C8,[24] fol.,8°,Orn.,Caplovic 632b,Evangélikus katekizmus latin és német nyelven.,,latin; német,Brasov Arch 1 - Budapest Nat cop.,1,Brasov=1,,0,,48,8,16,3
3429,3429,,,,,"PANCRATIUS, Michael: Exercitatio politico-jvridica de imperio et jvribus potestatis imperantivm in capita subditorum, quam ... praeside ... dn. Michaele Pancratio, ... historiarum in ..., quod Epperiessini est, lyceo ... praeceptore ac promotore ... publico examini submittit Christianvs Lazitivs Liptovien., s.s. theol. et phil. stud. die (28.) Aprilis in auditorio majori horis antemeridianis. Cassoviae 1668 typis Davidis Türsch.",1668,Kassa,"Türsch, Johann Dávid",,,,,,RMK II 1133 - Caplovic 634,Jogi vizsgatételek.,,,Budapest Arch 1 (B-variáns) - Budapest Acad 1 (A-variáns) - Budapest Nat 1 (A-variáns) 1 (B-variáns) 1 (C-variáns) - Budapest Univ 1 (A-variáns) - Debrecen Univ 1 (B-variáns) - Martin Nat 1 (A-variáns) - Târgu Mureş 1 (A-variáns) - Wroclaw Univ 1 (A-variáns),10,"Budapest=6, Debrecen=1, Martin=1, Târgu Mureş=1, Wroclaw=1",,0,,,,,
3430,3430,,,,,"PANCRATIUS, Michael: Michaelis Pancratii Sabesiensis Transylv., v. j. d. et civilis prudentiae nec non historiarum, in illustri statuum Evangelicorum, quod Epperiessini est, lyceo professoris publici tractatvs politico-historicoiuridicus, in paragraphum: Jus itaq(ue) duplex est, Prol. De jure et divisione juris. Jvris pvblici regni Hvngariae magistratuum et statuum, tam ecclesiasticorum, quam secularium originem in genere et specie exhibens. Cassoviae 1668 typis Davidis Türsch.",1668,Kassa,"Türsch, Johann Dávid",,,,,,RMK II 1134 - Caplovic 635,Jogi értekezés.,,,"In 7 bibliothecis 11 expl. - Budapest Acad (B-variáns) - Budapest Arch (A-variáns) - Budapest Nat (A-, B-, C-variáns) - Budapest Univ (B-variáns) - Halle Univ (B-variáns) - Kezmarok Ev (B-variáns) - Sibiu Arch (C-variáns) - Târgu Mureş (C-variáns)",11,"Budapest=4, Halle=1, Kezmarok=1, Sibiu=1, Târgu Mureş=1",,0,,,,,
3431,3431,,,,,"ZABANIUS, Isaacus, sen.: Dispvtatio metaphysica de ratione entis objectiva, quam in ... statvs Evang. Athenaeo Eperiensi ... praeses m. Isaacvs Zabanivs, theol. polem. secund. et theor. phil. p. p. respondente Iohanne Braxatoris, phil. stud. et alumni seniore ventilabit an. 1668. die 18. Julij. Cassoviae 1668 [vidua Türsch].",1668,Kassa,"Türsch, Susanna - vidua",,A2 B4,[6] fol.,4°,"Orn., init.",RMK II 1137 - Caplovic 622,Filozóíiai vizsgatételek.,,,Bratislava Acad 0 - Budapest Acad 1 1 - Budapest Nat 1 3* - Halle Univ 2 - Martin Nat 1,7,"Bratislava=1, Budapest=4, Halle=1, Martin=1",,0,,12,4,8,1.5
3432,3432,,,,,"ZABANIUS, Isaacus, sen.: Dispvtatio metaphysica de svbalternatione disciplinarvm et nominalibvs entis distinctionibvs, quam in ... statuum Evang. Athenaeo Eperiensi ... praeside m. Isaaco Zabanio, theol. pol. secund. et theor. phil. p. p. ordinario respondens, Martinvs Leps Bistricio-Transyl., in patriam revocatus examinis loco pro sua virili defendet anno 1668. die 4. Augusti. Cassoviae 1668 typis viduae Türsch.",1668,Kassa,"Türsch, Susanna - vidua",,A4 B2,[6] fol.,4°,Orn.,RMK II 1138 - Caplovi 623,Filozófiai vizsgatételek.,,,Budapest Nat 1 1 1 - Halle Univ 1 - Martin Nat 1,5,"Budapest=3, Halle=1, Martin=1",,0,,12,4,8,1.5
3433,3433,,,,,"ZABANIUS, Isaacus, sen.: Dispvtatio metaphysica IV. de existentia, distinctione et ordine affectionvm entis in genere, de(que) vnitarvm nvmero, quam ... praeses m. Isaacvs Zabanivs, theol. polem. secund. et theor. phil. p. p. ordinarius respondente Jacobo Grynaeo Cibin. theol. et philosoph. studioso ventilabit an(n)o 1668. die 8. Decemb. Cassoviae 1668 [vidua Türsch].",1668,Kassa,"Türsch, Susanna - vidua",,A4 B4,[8] fol.,4°,"Orn., init.",RMK II 1139 - Caplovic 624,Filozóíiai vizsgatételek.,,,Budapest Nat 1 1 - Martin Nat 1 - Presov Scient 1,4,"Budapest=2, Martin=1, Presov=1",Sárospatak,1,Sárospatak,16,4,8,2
3434,3434,,,,,"ZABANIUS, Isaacus, sen.: Dispvtatio theologica, synopsi Controversiae primae Christophori Meier, theol. doct., ejusdemque prof. quondam in univers. Viennensi ordinarij, in qua de salute et ivstifi catione nostra agitur, opposita, quam ... praeses m. Isaacvs Zabanivs, th. polem. secund. et phil. theoret. in Athenaeo Eperiensi Augustano-evangelico p. p. ordinarius respondente Johanne Laurenti, theol. et phil. stud. publicae ventilationi exponet die (24) Januarij anno MDCLXVIII. Cassoviae (MDCLXVIII) literis Davidis Türsch.",1668,Kassa,"Türsch, Johann Dávid",,A4 B4,[8] fol.,4°,"Orn., init.",RMK II 1136 - Sztripszky II 2598a <- MKsz 1898: 60 - Caplovic 625,Evangélikus teológiai vizsgatételek.,,,Bratislava Acad 1 - Budapest Acad 1 2* - Budapest Ev 1 (Podmaniczky) - Martin Nat 1 - Presov Scient 1 1,7,"Bratislava=1, Budapest=3, Martin=1, Presov=2",,0,,16,4,8,2
3435,3435,,,,,"ZABANIUS, Isaacus. sen.: Theses theologicae de fi de, spe et charitate divina, quas in almo statuum Evangelicorum Eperiessinensi athenaeo, praeside m. Isaaco Zabanio, theol. polem. secundario et phil. theor. p. p. ordinario respondens, Georgius Horvath Transdan. de Szent Miklos anno MDCLXVIII. die 11. April. propugnabit. Cassoviae MDCLXVIII typis Davidis Türsch.",1668,Kassa,"Türsch, Johann Dávid",,A4 B2,[6] fol.,4°,Init.,RMK II 1135 - Caplovic 626,Evangélikus teológiai vizsgatételek.,,,Budapest Nat 1 2* - Halle Univ 1 1 - Martin Nat 1 - Presov Scient 1,6,"Budapest=2, Halle=2, Martin=1, Presov=1",,0,,12,4,8,1.5
3436,3436,,,,,"[1] WILKINS, John: An Essay towards a Real Character and a Philosophical Language by John Wilkins d. d. Dean of Ripon and Fellow of the Royal Society. London 1668 printed for Sa. Gellibrand and for John Martyn Printer to the Royal Society. - [2] An alphabetical dictionary, Wherein all English Words According to their various signifi cations, are either referred to their Places in the Philosophical Tables, or explained by such Words as are in those Tables. London 1668 Printed by J. M. for Samuel Gellibrand and John Martin.",1668,"London, GB","Macock, John",,"[ ]2, a2-d2, B4-X4 Y1-3 [ ]1 Y4 Z4, Aa4 Bb1 [ ]1 Bb2-4 Cc4-Zz4, Aaa4-Kkk4 Lll1 [ ]2, [ ]2 Lll2-4 Mmm3+1; aaa4, Aaa4-Sss4 Ttt3+1",[17] + 454 pag. + 4 tab. + [79] fol.,2°,"Mult. ill. calcographicae, 1 ins., orn., init.",,Magyar szöveget is tartalmazó nyelvfilozófiai értekezés.,,angol; idegen nyelv; magyar,Budapest Civ 1 - Budapest Nat cop. partim (München Nat) - München Nat 1 - München Univ 0,3,"Budapest=1, München=2",,0,,8,2,4,2
3437,3437,,,1,,<Almanach und Prognosticon auf das Jahr 1669. Leutschau 1668 Brewer. - 16°>,1668,Lőcse,"Brewer, Sámuel",,,,,,,,,német,,0,,,0,,,,,
3438,3438,,,,,"BONA verba nuptiis secundis ... Gothofredi Titii, ecclesiae Schemnitzensis in Montanis Hungariae archi-diaconi cum ... Euphrosyna Keyseria ... Michaelis Heydt ... relicta vidua, Vratislavia Silesiorum metropoli transmissa ab amicorum pari. Leutschoviae [1668] typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,[ ]2,[2] fol.,2°,Orn.,Sztripszky II 2599/147 <- MKsz 1895: 140 - Caplovic 1209,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat 1,1,Budapest=1,,0,,4,2,4,1
3439,3439,,,,,"CARMINA votiva festivitati nuptiarum ... viri dn. Gottfriedi Titii, ecclesiae Schemnitiensis in Montanis Hungariae archi-diaconi ... cum foemella nobilissima ... dn. Euphrosina Haidtia, de Keyserorum familia maxime conspicua ... transmissa a fratribus germanis, consanguineis, affi nibus et amicis. Leutschoviae (1668) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4 B4,[8] fol.,4°,"Orn., init.",RMK II 1140 - Caplovic 1195,Lakodalmi versek latin és német nyelven.,,latin; német,Budapest Univ 1 - Spišská Nová Ves Ev 0,2,"Budapest=1, Spišská Nová Ves=1",Muz,1,Budapest,16,4,8,2
3440,3440,,,,,"CRUSELIUS, Martin: [&&görög] sive acclamatio fausta, qua ... dn. m. Johannem Heinzelium, ... urbis ac reipubl. Novisolien. civem ... nec non in ... Montana civitate Schemnicien., pariter in Jeraba, Woitza et Jessena urburarium ..., evangelici gymn. Novisolien. hactenus directorem ... cum ... statui scholastico ... publice valediceret, honorifi ce prosequi voluit Martinus Cruselius Voznic. Silesius, p.t. ejusd. gymn. tertiae class. collega, an(n)o sequente disticho eteologico incluso ... Leutschoviae (MDCLXVIII) Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,Init.,Caplovic 1196,Búcsúvers.,,latin,Budapest Nat cop. (Martin) - Martin Nat 1 - Spišská Nová Ves Ev 0,2,"Martin=1, Spišská Nová Ves=1",,0,,8,4,8,1
3441,3441,,,,,"DEBRECENI Péter [transl.]: Tizenkét idvösseges elmelkedesek, mellyekben szép áhitatos és buzgóságos könyörgések vadnac foglaltatván minden hiveknek, valakik ez életnek háboruiban az ö idvössegeknek tzéllyára sietnek, lelki fegyverül adattattak, és Philep Kegelius d. által deákúl irattattak, mellyeket Debretzeni Péter magyarrá forditott. Most ismét utolszor e’ szép kis formában ki-botsátott Lötsén 1668 Samuel Brever.",1668,Lőcse,"Brewer, Sámuel",,"§6, A12-Y12",[12] + 520 + [8] pag.,12°,"Orn., init.",RMK 1 1069 - Caplovic 1206,Református imádságoskönyv és elmélkedések.,,magyar,Budapest Acad 1 - Budapest Nat 1,2,Budapest=2,Lugossy Józsefnél Debreczenben,1,Debrecen,540,12,24,22.5
3442,3442,,,,,"ETWAS Deütsch aus der Leutsch dem ehrwürdigen achtbaren und wolgelehrten Hr. Johannes Gramsen von Neustad an der Heid in Francken, durch Gottes sonderbare Schickung der königlichen Bergstadt Iglo in Zips wolverordneten Prediger, alß derselbe ehrerbitig abgeholet und begleitet ward zur freündlichen Glückwüntschung mitgegeben von ein paar guten Freünden anno 1668 den 28. Maji. Leutschau (1668) bey Samuel Brewern.",1668,Lőcse,"Brewer, Sámuel",,)(2,[2] fol.,4°,,MKsz 1963: 346 - Caplovic 1197,Köszöntõ versek.,,német,Budapest Acad cop. - Levoča Ev 1,1,Levoča=1,,0,,4,4,8,0.5
3443,3443,,,,,"EUPHROSYNE hymenaeia in honorem ... m. Christiani Seelmanni, ecclesiae Leutschoviensis pastoris primarii, ejusdemq(ue) dioeceseos et incluti gymnasij inspectoris vigilantissimi ... cum ... Anna Evphrosyne ... Martini Frölichii b. m. diversorum in Silesia locorum, tum ecclesiae Cracoviensis in Polonia Augustanae confessioni addictae pastoris quondam ... relicta ... filia, nuptias celebrantis ... ... MDCLXIIX d(ie) XIX. Novemb(ris) declarata a biga clientum ... Athenaei Eperiensis alumnorum. Leutschoviae (1668) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,hangjegy,MKsz 1963: 346 - Caplovic 1205,"Lakodalmi versek latinul, magyarul, görögül és németül.",,görög; német; több nyelven,Budapest Acad cop. - Budapest Nat cop. - Levoča Ev 1,1,Levoča=1,,0,,8,4,8,1
3444,3444,,,,,"EVLOGEMATA poetica, queis felicibus neogamorum tedis ... Gothofredi Titii, ecclesiae in reg. lib. civit. Mont. Schemnitz. evangel. archi-diaconi ... sponsi et ... Euphrosynae, de ... Kaiserorum familia sponsae ..., Michaelis Heydt, urburarii patrii relictae viduae ... Matthaei Rittmulleri, in ordine senatorio primi et urburarii ... haud postremi ... neptis, Christo archigamo praeside ... MDCLXIIX. die X. Januar, bona verba ... collegae, fratres et amici dicunt. Leutschoviae (1668) Samuel Brewer.",1668,Lőcse,"Brewer, Sámuel",,A4 B2,[6] fol.,4°,Orn.,RMK II 1141 - Caplovic 1198,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat 1 - Budapest Univ 1 - Spišská Nová Ves Ev 0,3,"Budapest=2, Spišská Nová Ves=1",,0,,12,4,8,1.5
3445,3445,,,,,"FAMA postuma ... matronae Annae Catharinae Seelmanniae, natae Zauchtleriae, ... m. Christiani Seelmanni, reg. lib. civit. Leutschov. pastoris primarij ..., nec non vicinarum ecclesiarum ejusdem territorii antistitis ..., ut et celebr. ibid. gymnasij ephori ... conjugis ... quippe in fl orentissimo aetatis suae, 32. vidl. anno, diffi cilimo parturientis nixu et non sine acerbissimo venerandi conjugis sui pusillaeq(ue) liberorum turbae, amicorum item dolore et luctu 3. Non. Xbris circiter nonam noctis a. ... 1668. ... extinctae. Quam ex condolentiae sincerae adfectu posteris commendare, uti debuerunt, ita voluerunt ... hic et nunc conscripti fratres in Christo, fautores et amici Montani, itemq(ue) remotiores ac viciniores alii. Leutsch (1668) typis Samuelis Brever.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,MKsz 1963: 119 - Caplovic 1199,Latin és német gyászversek gyûjteménye.,,latin; német,Budapest Nat cop. - Kezmarok Ev 1,1,Kezmarok=1,,0,,8,4,8,1
3446,3446,,,,,"FELICITER! Feliciter! Feliciter! ... m. Christiano Seelmann in lib(era) regiaq(ue) Levtschovia pastori ..., tertium sponso, hodie quidem cum ... Anna Evphrosyna Frölichin nuptias celebraturo laeti-lubentes acclamant et veterum voto verboq(ue) ter beatum, praefi scine tamen proclamant bene volentes, bene voventes in Christo fratres et fautores. Leutschoviae 1668 19. Novembr(is) typis Breverianis.",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,MKsz 1963: 346- Caplovic 1200,Lakodalmi versek latinul és németül.,,latin; német,Budapest Nat cop. - Levoča Ev 1,1,Levoča=1,,0,,8,4,8,1
3447,3447,,,,,"FRÖLICHER Schall, mit welchem Gott dem allerhöchsten Herrn gejauchzet ... m. Christian Seelman(n), etc. als Breutgam und ... Anna Euphrosyna Frölichen als Braut auf ihren hochzeitlichen Ehe und Ehrentag war der 19. Novembr(is) des 1668. Jahre glückgewüntschet die vor disem mit den weinenden Wittiber u(nd) Waisen weinende, nu(n) ... mit den Frölichen fröliche Freünde. Leutschau (1668) bey Samuel Brewern.",1668,Lőcse,"Brewer, Sámuel",,[ ]2,[2] fol.,4°,,MKsz 1963: 346 - Caplovic 1201,Lakodalmi versek.,,német,Budapest Nat cop. - Levoča Ev 1,1,Levoča=1,,0,,4,4,8,0.5
3448,3448,,,,,"GALLIKIUS, Johann: Hochzeit gedancken, welche über ... Michaelis Schierers, vornehmen Bürgers und Handels-Herrn in der königlichen freyen Stadt Epperies vnd ... Dorotheae Reisin, deß ... Johannis Reis, vornehmen Bürgers und an ietzo wolverordneten ... Bergmeisters in der königlichen freyen Berg-Stad Iglo ... Tochter den 16. Apr. ... 1668. zu Epperies angestellete hochzeitliche Freüde Johannes Gallikius, cantor in Iglo gehabt. Leutschau (1668) Samuel Brewer.",1668,Lőcse,"Brewer, Sámuel",,)(2,[2] fol.,2°,"Orn., init.",RMK 11 1142 - Caplovic 1202,Lakodalmi versek.,,német,Budapest Nat 1,1,Budapest=1,,0,,4,2,4,1
3449,3449,,,,,"[&&görög] solennitati nuptiali ... m. Christiani Seelmann, ecclesiae lib(erae), reg(iae)q(ue) civitatis Leutschoviens(is) fi lialiumq(ue) antistitis et inspectoris ... scholarchae ... patroni ac favitoris ..., sponsi, cum ... Anna Evphrosyna ..., Martini Frölich, ecclesiae quo(n)dam Nicopolitanae in baronatu Plesnensi Silesiae superioris pastoris ... ejusdemq(ue) fraternitatis senioris ... ut et Cracoviensium quorundam Augustanae confessioni addictorum mystae 20 annos solertissimi etc. hic Leutsch(oviae) ab exilio Christi civis et hospitis ... derelicta fi lia unica, sponsa matrimonium ineuntis ipso nuptiarum die 19. Nov(embris) ... MDCLXVIII. a docentibus et discentibus quibusdam class(is) supp. ejusdem gymnasij dicata et consecrata. [Leutschoviae] (1668) [Brewer].",1668,Lőcse,"Brewer, Sámuel",,A4 B2,[6] fol.,4°,,MKsz 1963: 346 - Caplovic 1203,Lakodalmi versek latinul és németül.,,latin; német,Budapest Acad cop. - Budapest Nat cop. - Levoča Ev 1,1,Levoča=1,,0,,12,4,8,1.5
3450,3450,,,,,"[&&görög] honoribus ... m. Christiani Seelmann, pastoris eccl(esiae) Leutschoviensis ... ut et gymnasij ibid(em) vicinarumq(ue) fi lialium ephori ..., nunc tertium ... sponsi, nec non ... Annae Evphrosynae ..., quondam ... Martini Frölich, variarum ecclesiarum in Silesia coetus item confessioni Augustanae addicti, qui Cracoviae in Polonia Christo colligebatur, mystae, dum viveret fi delissimi, ex superstite adhuc ... Euphrosyna nata Leonhartiana susceptae atq(ue) relictae fi liae unicae, sponsae dicata, ipsa nuptiarum solennitate, quae incidit in 19. Novembr(is)... MDCLXVIII. ab amicis et fautoribus Neosolensibus. [Lõcse](1668) [Brewer].",1668,Lőcse,"Brewer, Sámuel",,A4,[4] fol.,4°,,MKsz 1963: 119 - Caplovic 1204,Lakodalmi versek latinul és németül.,,latin; német,Budapest Acad cop. (Kezmarok + Levoča) - Budapest Nat cop. (Kezmarok + Levoča) - Kezmarok Ev 1 - Levoča Ev 1,2,"Kezmarok=1, Levoča=1",,0,,8,4,8,1
3451,3451,,,,,"[&&görög] hoc est calculi consolatorii metris haut ametris concise dilucidati, parentibus infucate Christianis, ... d. Johanni-Georgio Graf, mystagogo ecclesiae Auriomontanae ..., inspectori paroeciarum vicinarum ..., scholarchae scholae civicae ... nec non ... dn. Judithae Handlianae ... natuli Johan-Georgii e mortalitate ad immortalitatem, ex infelicitate ad felicitatem discessum dolenter ferentibus, cum ... ejus corpusculum in arcis aede solemniter octavo Novembris, horis a prima pomeridianis, anno [&&görög] supra sesquimillesimum centesimum sexagesimo octavo sepeliretur, oblati ab alumnis primae et secundae curiae scholae Crembniciensis. Leutschoviae (1668) typis Samuelis Brevver.",1668,Lőcse,"Brewer, Sámuel",,A4 B2,[6] fol.,4°,Orn.,Bucsay 63 - Caplovic 1194,Gyászversek.,,latin,Budapest Nat cop. - Halle Univ 1 (<- Berlin Univ Inst <- Halle Univ),1,Halle=1,,0,,12,4,8,1.5
